run_id,floor,potion_position,potion_id,potion_name,floor_type,encounter
1780440192,16,1,POTION.POISON_POTION,Poison Potion,boss,ENCOUNTER.CEREMONIAL_BEAST_BOSS
1780440192,19,1,POTION.STABLE_SERUM,Stable Serum,monster,ENCOUNTER.EXOSKELETONS_WEAK
1780440192,20,1,POTION.SPEED_POTION,Speed Potion,unknown,ENCOUNTER.CHOMPERS_NORMAL
1780440192,21,1,POTION.RADIANT_TINCTURE,Radiant Tincture,unknown,ENCOUNTER.THE_OBSCURA_NORMAL
1780440192,34,1,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780440192,34,2,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780440192,34,3,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780440192,35,1,POTION.SKILL_POTION,Skill Potion,unknown,
1780440192,35,2,POTION.ATTACK_POTION,Attack Potion,unknown,
1780440192,35,3,POTION.FLEX_POTION,Flex Potion,unknown,
1780440192,40,1,POTION.STRENGTH_POTION,Strength Potion,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1780436527,2,1,POTION.FYSH_OIL,Fysh Oil,monster,ENCOUNTER.SLIMES_WEAK
1780436527,6,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL
1780436527,8,1,POTION.SKILL_POTION,Skill Potion,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1780436527,13,1,POTION.STRENGTH_POTION,Strength Potion,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE
1780436527,16,1,POTION.FLEX_POTION,Flex Potion,boss,ENCOUNTER.VANTOM_BOSS
1780436527,18,1,POTION.ATTACK_POTION,Attack Potion,monster,ENCOUNTER.BOWLBUGS_WEAK
1780436527,25,1,POTION.POISON_POTION,Poison Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1780414616,4,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.SLIMES_WEAK
1780414616,9,1,POTION.TOUCH_OF_INSANITY,Touch Of Insanity,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE
1780414616,15,1,POTION.DEXTERITY_POTION,Dexterity Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1780414616,17,1,POTION.SHACKLING_POTION,Shackling Potion,boss,ENCOUNTER.CEREMONIAL_BEAST_BOSS
1780414616,21,1,POTION.DUPLICATOR,Duplicator,monster,ENCOUNTER.TUNNELER_WEAK
1780414616,39,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.CONSTRUCT_MENAGERIE_NORMAL
1780414616,40,1,POTION.CLARITY,Clarity,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1780414616,42,1,POTION.FYSH_OIL,Fysh Oil,elite,ENCOUNTER.KNIGHTS_ELITE
1780339506,4,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1780339506,5,1,POTION.TOUCH_OF_INSANITY,Touch Of Insanity,monster,ENCOUNTER.NIBBITS_WEAK
1780339506,7,1,POTION.LUCKY_TONIC,Lucky Tonic,monster,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL
1780339506,11,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.RUBY_RAIDERS_NORMAL
1780339506,12,1,POTION.GIGANTIFICATION_POTION,Gigantification Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1780319118,3,1,POTION.POT_OF_GHOULS,Pot Of Ghouls,monster,ENCOUNTER.SEAPUNK_WEAK
1780319118,5,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.SEAPUNK_NORMAL
1780319118,6,1,POTION.BOTTLED_POTENTIAL,Bottled Potential,monster,ENCOUNTER.CULTISTS_NORMAL
1780319118,14,1,POTION.BLESSING_OF_THE_FORGE,Blessing Of The Forge,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1780319118,19,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.EXOSKELETONS_WEAK
1780319118,21,1,POTION.POWDERED_DEMISE,Powdered Demise,unknown,ENCOUNTER.TUNNELER_WEAK
1780319118,23,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1780319118,24,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.HUNTER_KILLER_NORMAL
1780319118,25,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.EXOSKELETONS_NORMAL
1780319118,31,1,POTION.OROBIC_ACID,Orobic Acid,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1780319118,35,1,POTION.LIQUID_BRONZE,Liquid Bronze,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1780319118,37,1,POTION.POWER_POTION,Power Potion,unknown,ENCOUNTER.OWL_MAGISTRATE_NORMAL
1780319118,38,1,POTION.OROBIC_ACID,Orobic Acid,monster,ENCOUNTER.CONSTRUCT_MENAGERIE_NORMAL
1780270025,2,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1780270025,3,1,POTION.COLORLESS_POTION,Colorless Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1780270025,8,1,POTION.ENERGY_POTION,Energy Potion,elite,ENCOUNTER.TERROR_EEL_ELITE
1780270025,13,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.HAUNTED_SHIP_NORMAL
1780270025,20,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1780270025,28,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.THE_OBSCURA_NORMAL
1780270025,29,1,POTION.COLORLESS_POTION,Colorless Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1780270025,33,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1780270025,34,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1780270025,37,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1780266320,3,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1780266320,10,1,POTION.OROBIC_ACID,Orobic Acid,elite,ENCOUNTER.BYRDONIS_ELITE
1780266320,16,1,POTION.SKILL_POTION,Skill Potion,boss,ENCOUNTER.VANTOM_BOSS
1780266320,20,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.OVICOPTER_NORMAL
1780229507,5,1,POTION.LIQUID_BRONZE,Liquid Bronze,monster,ENCOUNTER.INKLETS_NORMAL
1780229507,8,1,POTION.POTION_OF_DOOM,Potion Of Doom,unknown,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL
1780229507,17,1,POTION.DEXTERITY_POTION,Dexterity Potion,boss,ENCOUNTER.VANTOM_BOSS
1780229507,21,1,POTION.DEXTERITY_POTION,Dexterity Potion,monster,ENCOUNTER.BOWLBUGS_WEAK
1780229507,23,1,POTION.STRENGTH_POTION,Strength Potion,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1780229507,30,1,POTION.SHACKLING_POTION,Shackling Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1780170424,5,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.FOGMOG_NORMAL
1780170424,6,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.VINE_SHAMBLER_NORMAL
1780170424,12,1,POTION.BLESSING_OF_THE_FORGE,Blessing Of The Forge,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE
1780170424,19,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.TUNNELER_WEAK
1780170424,20,1,POTION.DEXTERITY_POTION,Dexterity Potion,shop,
1780170424,21,1,POTION.BEETLE_JUICE,Beetle Juice,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1780170424,23,1,POTION.POTION_OF_DOOM,Potion Of Doom,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1780170424,25,1,POTION.SKILL_POTION,Skill Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1780170424,31,1,POTION.ENERGY_POTION,Energy Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1780170424,38,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.FABRICATOR_NORMAL
1780170424,40,1,POTION.CURE_ALL,Cure All,elite,ENCOUNTER.KNIGHTS_ELITE
1780170424,42,1,POTION.STRENGTH_POTION,Strength Potion,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1780170424,44,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.CONSTRUCT_MENAGERIE_NORMAL
1780138064,3,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1780138064,5,1,POTION.ENERGY_POTION,Energy Potion,monster,ENCOUNTER.FOSSIL_STALKER_NORMAL
1780138064,9,1,POTION.VULNERABLE_POTION,Vulnerable Potion,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1780138064,14,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.LIVING_FOG_NORMAL
1780138064,15,1,POTION.WEAK_POTION,Weak Potion,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1780138064,17,1,POTION.STRENGTH_POTION,Strength Potion,boss,ENCOUNTER.SOUL_FYSH_BOSS
1780138064,22,1,POTION.DUPLICATOR,Duplicator,monster,ENCOUNTER.MYTES_NORMAL
1780138064,23,1,POTION.POTION_OF_DOOM,Potion Of Doom,monster,ENCOUNTER.HUNTER_KILLER_NORMAL
1780138064,25,1,POTION.SWIFT_POTION,Swift Potion,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1780138064,33,1,POTION.FLEX_POTION,Flex Potion,boss,ENCOUNTER.KAISER_CRAB_BOSS
1780138064,38,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.OWL_MAGISTRATE_NORMAL
1780138064,42,1,POTION.COLORLESS_POTION,Colorless Potion,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1780138064,44,1,POTION.FLEX_POTION,Flex Potion,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1780138064,45,1,POTION.VULNERABLE_POTION,Vulnerable Potion,shop,
1780138064,45,2,POTION.STRENGTH_POTION,Strength Potion,shop,
1780138064,46,1,POTION.CLARITY,Clarity,unknown,EVENT.POTION_COURIER
1780097816,2,1,POTION.SNECKO_OIL,Snecko Oil,monster,ENCOUNTER.SEAPUNK_WEAK
1780097816,10,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.TERROR_EEL_ELITE
1780097816,11,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.HAUNTED_SHIP_NORMAL
1780097816,11,2,POTION.COLORLESS_POTION,Colorless Potion,monster,ENCOUNTER.HAUNTED_SHIP_NORMAL
1780097816,12,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.GREMLIN_MERC_NORMAL
1780097816,13,1,POTION.ATTACK_POTION,Attack Potion,monster,ENCOUNTER.SEAPUNK_NORMAL
1780097816,16,1,POTION.SKILL_POTION,Skill Potion,boss,ENCOUNTER.SOUL_FYSH_BOSS
1780097816,21,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1780097816,26,1,POTION.POWDERED_DEMISE,Powdered Demise,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1780097816,29,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.ENTOMANCER_ELITE
1780097816,31,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1780097816,33,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1780097816,33,2,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1780097816,36,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,unknown,ENCOUNTER.TURRET_OPERATOR_WEAK
1780097816,37,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.CONSTRUCT_MENAGERIE_NORMAL
1780097816,37,2,POTION.MAZALETHS_GIFT,Mazaleths Gift,monster,ENCOUNTER.CONSTRUCT_MENAGERIE_NORMAL
1780097816,39,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1780097816,42,1,POTION.GIGANTIFICATION_POTION,Gigantification Potion,monster,ENCOUNTER.AXEBOTS_NORMAL
1780097816,43,1,POTION.ENERGY_POTION,Energy Potion,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1780093606,7,1,POTION.DEXTERITY_POTION,Dexterity Potion,elite,ENCOUNTER.TERROR_EEL_ELITE
1780093606,10,1,POTION.POT_OF_GHOULS,Pot Of Ghouls,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1780093606,13,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.GREMLIN_MERC_NORMAL
1780093606,14,1,POTION.POWER_POTION,Power Potion,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1780093606,16,1,POTION.DEXTERITY_POTION,Dexterity Potion,boss,ENCOUNTER.SOUL_FYSH_BOSS
1780093606,22,1,POTION.SWIFT_POTION,Swift Potion,shop,
1780093606,26,1,POTION.HEART_OF_IRON,Heart Of Iron,elite,ENCOUNTER.ENTOMANCER_ELITE
1780089985,6,1,POTION.DUPLICATOR,Duplicator,monster,ENCOUNTER.LIVING_FOG_NORMAL
1780089985,8,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.TWO_TAILED_RATS_NORMAL
1780089985,14,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.HAUNTED_SHIP_NORMAL
1780089985,18,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.BOWLBUGS_WEAK
1780089985,20,1,POTION.TOUCH_OF_INSANITY,Touch Of Insanity,monster,ENCOUNTER.BOWLBUGS_NORMAL
1780089985,21,1,POTION.COLORLESS_POTION,Colorless Potion,monster,ENCOUNTER.OVICOPTER_NORMAL
1780089985,22,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.EXOSKELETONS_NORMAL
1780089985,23,1,POTION.VULNERABLE_POTION,Vulnerable Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1780084060,2,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1780084060,9,1,POTION.POWDERED_DEMISE,Powdered Demise,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1780084060,12,1,POTION.CLARITY,Clarity,elite,ENCOUNTER.BYRDONIS_ELITE
1780084060,13,1,POTION.FRUIT_JUICE,Fruit Juice,monster,ENCOUNTER.FOGMOG_NORMAL
1780084060,15,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL
1780084060,20,1,POTION.FYSH_OIL,Fysh Oil,shop,
1780084060,21,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.EXOSKELETONS_WEAK
1780084060,24,1,POTION.POTION_OF_BINDING,Potion Of Binding,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1780084060,28,1,POTION.STRENGTH_POTION,Strength Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1780084060,31,1,POTION.TOUCH_OF_INSANITY,Touch Of Insanity,unknown,ENCOUNTER.EXOSKELETONS_NORMAL
1780084060,33,1,POTION.FLEX_POTION,Flex Potion,boss,ENCOUNTER.KNOWLEDGE_DEMON_BOSS
1780084060,36,1,POTION.ENERGY_POTION,Energy Potion,shop,
1780084060,43,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.KNIGHTS_ELITE
1780084060,43,2,POTION.POTION_OF_DOOM,Potion Of Doom,elite,ENCOUNTER.KNIGHTS_ELITE
1780084060,44,1,POTION.LIQUID_BRONZE,Liquid Bronze,shop,
1780084060,45,1,POTION.COLORLESS_POTION,Colorless Potion,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1780084060,46,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL
1780084060,48,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,boss,ENCOUNTER.DOORMAKER_BOSS
1780009910,2,1,POTION.CLARITY,Clarity,monster,ENCOUNTER.SEAPUNK_WEAK
1780009910,5,1,POTION.DROPLET_OF_PRECOGNITION,Droplet Of Precognition,monster,ENCOUNTER.SEAPUNK_NORMAL
1780009910,14,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.FOSSIL_STALKER_NORMAL
1780009910,20,1,POTION.ENERGY_POTION,Energy Potion,monster,ENCOUNTER.BOWLBUGS_WEAK
1779839177,1,1,POTION.VULNERABLE_POTION,Vulnerable Potion,ancient,EVENT.NEOW
1779839177,5,1,POTION.VULNERABLE_POTION,Vulnerable Potion,unknown,ENCOUNTER.SLUDGE_SPINNER_WEAK
1779839177,14,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.GREMLIN_MERC_NORMAL
1779839177,17,1,POTION.CLARITY,Clarity,boss,ENCOUNTER.LAGAVULIN_MATRIARCH_BOSS
1779839177,19,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.BOWLBUGS_WEAK
1779839177,20,1,POTION.GIGANTIFICATION_POTION,Gigantification Potion,monster,ENCOUNTER.EXOSKELETONS_WEAK
1779839177,25,1,POTION.ATTACK_POTION,Attack Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1779839177,33,1,POTION.POWER_POTION,Power Potion,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1779839177,35,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1779839177,37,1,POTION.MAZALETHS_GIFT,Mazaleths Gift,monster,ENCOUNTER.OWL_MAGISTRATE_NORMAL
1779836830,3,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1779836830,6,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.HAUNTED_SHIP_NORMAL
1779728092,1,1,POTION.STRENGTH_POTION,Strength Potion,ancient,EVENT.NEOW
1779728092,4,1,POTION.REGEN_POTION,Regen Potion,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1779728092,6,1,POTION.RADIANT_TINCTURE,Radiant Tincture,monster,ENCOUNTER.NIBBITS_NORMAL
1779728092,8,1,POTION.DEXTERITY_POTION,Dexterity Potion,monster,ENCOUNTER.MAWLER_NORMAL
1779728092,12,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.SLIMES_NORMAL
1779728092,19,1,POTION.ENERGY_POTION,Energy Potion,monster,ENCOUNTER.EXOSKELETONS_WEAK
1779728092,27,1,POTION.POTION_OF_DOOM,Potion Of Doom,monster,ENCOUNTER.EXOSKELETONS_NORMAL
1779725866,2,1,POTION.ATTACK_POTION,Attack Potion,monster,ENCOUNTER.SLUDGE_SPINNER_WEAK
1779725866,7,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.TWO_TAILED_RATS_NORMAL
1779725866,9,1,POTION.DUPLICATOR,Duplicator,monster,ENCOUNTER.GREMLIN_MERC_NORMAL
1779725866,14,1,POTION.FRUIT_JUICE,Fruit Juice,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1779725866,15,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.SEAPUNK_NORMAL
1779568127,8,1,POTION.WEAK_POTION,Weak Potion,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1779568127,14,1,POTION.BEETLE_JUICE,Beetle Juice,elite,ENCOUNTER.TERROR_EEL_ELITE
1779568127,15,1,POTION.GIGANTIFICATION_POTION,Gigantification Potion,monster,ENCOUNTER.TWO_TAILED_RATS_NORMAL
1779568127,17,1,POTION.BOTTLED_POTENTIAL,Bottled Potential,boss,ENCOUNTER.LAGAVULIN_MATRIARCH_BOSS
1779568127,19,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.TUNNELER_WEAK
1779568127,22,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.OVICOPTER_NORMAL
1779568127,25,1,POTION.REGEN_POTION,Regen Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1779568127,28,1,POTION.LUCKY_TONIC,Lucky Tonic,monster,ENCOUNTER.SPINY_TOAD_NORMAL
1779568127,33,1,POTION.FIRE_POTION,Fire Potion,boss,ENCOUNTER.KNOWLEDGE_DEMON_BOSS
1779568127,35,1,POTION.FORTIFIER,Fortifier,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1779568127,38,1,POTION.COLORLESS_POTION,Colorless Potion,monster,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL
1779568127,39,1,POTION.ENERGY_POTION,Energy Potion,monster,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1779568127,43,1,POTION.FLEX_POTION,Flex Potion,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1779568127,46,1,POTION.ENERGY_POTION,Energy Potion,unknown,ENCOUNTER.CONSTRUCT_MENAGERIE_NORMAL
1779536512,7,1,POTION.WEAK_POTION,Weak Potion,elite,ENCOUNTER.TERROR_EEL_ELITE
1779536512,9,1,POTION.ENTROPIC_BREW,Entropic Brew,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1779536512,13,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.HAUNTED_SHIP_NORMAL
1779536512,25,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1779536512,35,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1779536512,43,1,POTION.CLARITY,Clarity,elite,ENCOUNTER.KNIGHTS_ELITE
1779485510,1,1,POTION.COLORLESS_POTION,Colorless Potion,ancient,EVENT.NEOW
1779485510,2,1,POTION.REGEN_POTION,Regen Potion,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1779485510,6,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.CORPSE_SLUGS_NORMAL
1779485510,9,1,POTION.FORTIFIER,Fortifier,monster,ENCOUNTER.HAUNTED_SHIP_NORMAL
1779485510,13,1,POTION.DEXTERITY_POTION,Dexterity Potion,elite,ENCOUNTER.TERROR_EEL_ELITE
1779289315,5,1,POTION.OROBIC_ACID,Orobic Acid,unknown,EVENT.WELLSPRING
1779289315,6,1,POTION.STRENGTH_POTION,Strength Potion,monster,ENCOUNTER.SLIMES_WEAK
1779289315,8,1,POTION.FAIRY_IN_A_BOTTLE,Fairy In A Bottle,unknown,ENCOUNTER.NIBBITS_NORMAL
1779289315,11,1,POTION.DEXTERITY_POTION,Dexterity Potion,monster,ENCOUNTER.MAWLER_NORMAL
1779289315,17,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,boss,ENCOUNTER.VANTOM_BOSS
1779289315,30,1,POTION.DEXTERITY_POTION,Dexterity Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1779289315,31,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.SPINY_TOAD_NORMAL
1779027840,3,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1779027840,6,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.SEWER_CLAM_NORMAL
1779027840,8,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.SEAPUNK_NORMAL
1779027840,13,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL
1779027840,14,1,POTION.OROBIC_ACID,Orobic Acid,monster,ENCOUNTER.FOSSIL_STALKER_NORMAL
1779027840,17,1,POTION.SPEED_POTION,Speed Potion,boss,ENCOUNTER.LAGAVULIN_MATRIARCH_BOSS
1779027840,23,1,POTION.SWIFT_POTION,Swift Potion,shop,
1779027840,25,1,POTION.FAIRY_IN_A_BOTTLE,Fairy In A Bottle,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1779027840,29,1,POTION.ENERGY_POTION,Energy Potion,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1779027840,33,1,POTION.ENERGY_POTION,Energy Potion,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1779027840,40,1,POTION.VULNERABLE_POTION,Vulnerable Potion,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1779027840,44,1,POTION.RADIANT_TINCTURE,Radiant Tincture,unknown,EVENT.POTION_COURIER
1779027840,45,1,POTION.DISTILLED_CHAOS,Distilled Chaos,unknown,ENCOUNTER.AXEBOTS_NORMAL
1778959792,1,1,POTION.MAZALETHS_GIFT,Mazaleths Gift,ancient,EVENT.NEOW
1778959792,1,2,POTION.POWER_POTION,Power Potion,ancient,EVENT.NEOW
1778959792,5,1,POTION.POTION_OF_BINDING,Potion Of Binding,monster,ENCOUNTER.SLIMES_WEAK
1778959792,6,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.NIBBITS_WEAK
1778959792,8,1,POTION.SHACKLING_POTION,Shackling Potion,unknown,ENCOUNTER.NIBBITS_NORMAL
1778959792,20,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.EXOSKELETONS_WEAK
1778959792,27,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.EXOSKELETONS_NORMAL
1778959792,35,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1778959792,38,1,POTION.FIRE_POTION,Fire Potion,shop,
1778959792,42,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL
1778959792,45,1,POTION.ATTACK_POTION,Attack Potion,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1778959792,46,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.OWL_MAGISTRATE_NORMAL
1778882821,4,1,POTION.POTION_OF_BINDING,Potion Of Binding,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1778882821,5,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.NIBBITS_NORMAL
1778882821,8,1,POTION.CLARITY,Clarity,elite,ENCOUNTER.BYRDONIS_ELITE
1778882821,13,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.VINE_SHAMBLER_NORMAL
1778882821,14,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.RUBY_RAIDERS_NORMAL
1778881664,1,1,POTION.FAIRY_IN_A_BOTTLE,Fairy In A Bottle,ancient,EVENT.NEOW
1778881664,6,1,POTION.BLESSING_OF_THE_FORGE,Blessing Of The Forge,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1778881664,9,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.NIBBITS_NORMAL
